Order_ID,Order_Date,Customer_ID,Restaurant_Name,Food_Category,Order_Value,Delivery_Time,Rating,Payment_Method,City,Order_Status
102310,2026-04-27,C1777,Mumbai Tadka,Beverages,231,28,3.7,Debit Card,Mumbai - Ghatkopar,Delivered
102311,2025-01-19,C8049,Andheri Kitchen,North Indian,873,40,2.6,Debit Card,Mumbai - Bandra,Cancelled
102312,2026-03-05,C4969,Bandra Bites,North Indian,1476,27,3.5,Debit Card,Mumbai - Borivali,Cancelled
102313,2025-01-08,C7108,Andheri Kitchen,Biryani,1433,60,4.4,Credit Card,Mumbai - Andheri,Delivered
102314,2025-05-19,C7029,Bandra Bites,Biryani,1210,49,4.9,UPI,Mumbai - Ghatkopar,Delivered
102315,2025-12-02,C5949,Kurla Kitchen,Chinese,1510,28,4.4,Wallet,Mumbai - Andheri,Delivered
102316,2025-02-05,C2092,Kurla Kitchen,Burger,797,20,3.0,Wallet,Mumbai - Mulund,Cancelled
102317,2026-01-16,C3570,Thane Treats,South Indian,1598,39,2.6,UPI,Mumbai - Thane,Delivered
102318,2025-09-03,C1143,Ghatkopar Grill,Beverages,1596,68,3.4,UPI,Mumbai - Colaba,Delivered
102319,2026-04-27,C2192,Chembur Spice House,Beverages,457,73,3.6,Debit Card,Mumbai - Mulund,Delivered
102320,2026-04-14,C4128,Marine Drive Meals,Chinese,132,77,4.9,Credit Card,Mumbai - Thane,Delayed
102321,2025-01-17,C4932,Thane Treats,Chinese,755,51,3.2,Wallet,Mumbai - Powai,Delivered
102322,2026-05-11,C9810,Bandra Bites,North Indian,597,74,2.7,Credit Card,Mumbai - Vashi,Delivered
102323,2025-07-23,C3354,Malad Food Hub,Healthy Food,1172,52,2.5,Cash,Mumbai - Colaba,Delivered
102324,2025-03-14,C7684,Ghatkopar Grill,Chinese,117,76,3.7,Credit Card,Mumbai - Thane,Delayed
102325,2026-03-05,C6904,Dadar Darbar,South Indian,1463,40,2.6,UPI,Mumbai - Bandra,Delivered
102326,2025-03-19,C2865,Vashi Veg Corner,Desserts,498,50,4.8,Debit Card,Mumbai - Dadar,Delivered
102327,2025-08-18,C5097,Thane Treats,Beverages,624,65,3.6,Debit Card,Mumbai - Dadar,Delivered
102328,2025-07-26,C2027,Kurla Kitchen,Desserts,1618,41,4.5,Wallet,Mumbai - Mulund,Delivered
102329,2025-01-17,C7996,Powai Plates,Chinese,221,57,2.5,Cash,Mumbai - Colaba,Delivered
102330,2025-10-12,C1227,Colaba Cafe,North Indian,1589,76,2.6,Cash,Mumbai - Borivali,Delayed
102331,2025-03-26,C3808,Bandra Bites,Chinese,805,40,3.6,UPI,Mumbai - Kurla,Cancelled
102332,2025-03-10,C9610,Powai Plates,Pizza,950,39,4.2,UPI,Mumbai - Dadar,Cancelled
102333,2025-10-22,C7276,Borivali Bistro,Pizza,386,45,4.5,Cash,Mumbai - Kurla,Delivered
102334,2025-09-05,C2925,Chembur Spice House,Burger,1583,18,4.3,Wallet,Mumbai - Kurla,Delayed
102335,2025-12-13,C2607,Mumbai Tadka,Burger,1311,25,4.0,UPI,Mumbai - Colaba,Delayed
102336,2026-03-10,C3573,Kurla Kitchen,Burger,662,81,3.2,UPI,Mumbai - Ghatkopar,Delivered
102337,2025-02-18,C8949,Bandra Bites,Biryani,1283,53,3.1,Cash,Mumbai - Vashi,Delivered
102338,2025-12-23,C8317,Andheri Kitchen,Pizza,937,49,2.5,UPI,Mumbai - Kurla,Delayed
102339,2025-05-07,C6369,Borivali Bistro,Burger,1471,39,4.0,Debit Card,Mumbai - Chembur,Delivered
102340,2026-05-03,C5809,Dadar Darbar,Burger,398,66,3.2,UPI,Mumbai - Andheri,Delivered
102341,2025-08-27,C2376,Mumbai Tadka,Burger,1715,25,3.8,Credit Card,Mumbai - Ghatkopar,Delayed
102342,2025-09-20,C4852,Malad Food Hub,Chinese,1218,76,4.9,UPI,Mumbai - Colaba,Delivered
102343,2025-09-06,C6275,Dadar Darbar,Healthy Food,307,64,4.3,Wallet,Mumbai - Powai,Cancelled
102344,2026-03-25,C9320,Thane Treats,Beverages,1585,49,3.2,Debit Card,Mumbai - Thane,Cancelled
102345,2025-03-09,C9170,Bandra Bites,Biryani,1682,42,3.5,UPI,Mumbai - Mulund,Delivered
102346,2025-09-24,C8159,Chembur Spice House,Desserts,1794,41,3.7,Wallet,Mumbai - Malad,Delivered
102347,2025-11-28,C9423,Mumbai Tadka,Beverages,340,32,3.0,UPI,Mumbai - Bandra,Delivered
102348,2026-05-03,C5700,Andheri Kitchen,North Indian,1309,62,3.5,Cash,Mumbai - Thane,Delayed
102349,2025-12-27,C4452,Vashi Veg Corner,Burger,133,79,4.6,Debit Card,Mumbai - Mulund,Delivered
102350,2025-01-11,C8433,Thane Treats,Desserts,770,63,3.0,Debit Card,Mumbai - Ghatkopar,Delayed
102351,2026-02-09,C6778,Malad Food Hub,Burger,1252,78,3.1,Credit Card,Mumbai - Thane,Cancelled
102352,2026-01-10,C5164,Kurla Kitchen,South Indian,1262,46,4.6,Wallet,Mumbai - Dadar,Delivered
102353,2025-07-06,C3193,Vashi Veg Corner,Biryani,1295,85,4.2,Debit Card,Mumbai - Colaba,Cancelled
102354,2026-04-05,C1458,Colaba Cafe,Biryani,896,36,2.8,Wallet,Mumbai - Vashi,Delivered
102355,2025-10-24,C1132,Powai Plates,Chinese,1674,59,3.0,Debit Card,Mumbai - Powai,Delivered
102356,2025-02-16,C1776,Andheri Kitchen,South Indian,1468,24,3.1,Debit Card,Mumbai - Dadar,Delivered
102357,2025-05-20,C7665,Andheri Kitchen,South Indian,1061,42,4.6,Credit Card,Mumbai - Andheri,Delivered
102358,2025-07-09,C5980,Ghatkopar Grill,Beverages,1799,81,3.4,Cash,Mumbai - Colaba,Delivered
102359,2025-06-26,C6372,Bandra Bites,Desserts,887,44,4.5,Credit Card,Mumbai - Powai,Delivered
102360,2026-01-23,C1950,Andheri Kitchen,Burger,1105,76,2.9,Cash,Mumbai - Dadar,Delivered
102361,2025-01-17,C7244,Malad Food Hub,Healthy Food,751,64,3.4,Wallet,Mumbai - Malad,Delivered
102362,2026-01-22,C4936,Dadar Darbar,Healthy Food,1310,41,3.2,Debit Card,Mumbai - Thane,Cancelled
102363,2025-07-07,C1716,Bandra Bites,Burger,297,45,4.4,UPI,Mumbai - Powai,Delivered
102364,2025-12-27,C1466,Ghatkopar Grill,South Indian,376,62,3.7,Wallet,Mumbai - Dadar,Delivered
102365,2025-05-07,C6030,Colaba Cafe,South Indian,1585,78,4.0,UPI,Mumbai - Thane,Delivered
102366,2026-04-03,C6457,Ghatkopar Grill,Chinese,1386,30,4.9,Cash,Mumbai - Vashi,Delivered
102367,2025-02-04,C3103,Dadar Darbar,North Indian,157,41,4.5,Credit Card,Mumbai - Andheri,Delayed
102368,2026-04-15,C3936,Malad Food Hub,Beverages,231,25,4.7,Debit Card,Mumbai - Colaba,Delayed
102369,2025-05-13,C1556,Dadar Darbar,Desserts,169,72,3.3,Credit Card,Mumbai - Colaba,Cancelled
102370,2025-01-26,C5200,Ghatkopar Grill,Healthy Food,1146,51,3.5,Debit Card,Mumbai - Vashi,Delivered
102371,2025-04-08,C8922,Mumbai Tadka,Burger,872,23,4.5,UPI,Mumbai - Andheri,Cancelled
102372,2025-03-06,C7835,Thane Treats,Healthy Food,146,22,3.2,Debit Card,Mumbai - Ghatkopar,Delivered
102373,2025-07-08,C6573,Dadar Darbar,Pizza,389,56,3.9,UPI,Mumbai - Chembur,Delayed
102374,2025-01-12,C8755,Vashi Veg Corner,Chinese,291,55,3.9,Cash,Mumbai - Kurla,Delayed
102375,2025-02-18,C3174,Kurla Kitchen,Chinese,1582,21,4.8,Wallet,Mumbai - Mulund,Delivered
102376,2025-03-29,C4759,Ghatkopar Grill,Healthy Food,478,28,4.3,Wallet,Mumbai - Bandra,Delayed
102377,2025-05-28,C6432,Andheri Kitchen,Chinese,399,33,4.4,Credit Card,Mumbai - Kurla,Delayed
102378,2026-06-24,C8995,Ghatkopar Grill,Beverages,112,75,4.7,Cash,Mumbai - Malad,Delivered
102379,2025-08-21,C5190,Borivali Bistro,Pizza,1208,49,4.2,Wallet,Mumbai - Mulund,Delivered
102380,2025-11-18,C1825,Bandra Bites,Burger,967,31,3.2,Wallet,Mumbai - Malad,Cancelled
102381,2025-09-08,C7703,Malad Food Hub,Burger,1060,82,3.8,UPI,Mumbai - Vashi,Delivered
102382,2025-07-22,C2393,Ghatkopar Grill,Beverages,1067,71,2.7,Cash,Mumbai - Powai,Delivered
102383,2025-01-21,C5463,Borivali Bistro,Burger,1410,17,5.0,Credit Card,Mumbai - Ghatkopar,Delivered
102384,2025-02-08,C8442,Mumbai Tadka,South Indian,743,71,3.2,Debit Card,Mumbai - Dadar,Cancelled
102385,2026-04-21,C7410,Marine Drive Meals,South Indian,575,35,3.9,UPI,Mumbai - Chembur,Cancelled
102386,2025-01-28,C8567,Marine Drive Meals,Healthy Food,1344,37,3.1,Debit Card,Mumbai - Kurla,Delivered
102387,2025-08-22,C2749,Malad Food Hub,South Indian,1220,23,3.4,Debit Card,Mumbai - Borivali,Delayed
102388,2025-04-24,C1966,Andheri Kitchen,Chinese,1249,50,4.1,Debit Card,Mumbai - Powai,Delayed
102389,2025-03-18,C7568,Dadar Darbar,Chinese,1230,35,4.6,Cash,Mumbai - Colaba,Delivered
102390,2025-08-11,C4101,Mumbai Tadka,Burger,1300,49,4.0,Cash,Mumbai - Dadar,Delivered
102391,2026-01-28,C6601,Chembur Spice House,Desserts,662,56,2.6,UPI,Mumbai - Powai,Delivered
102392,2025-01-29,C4141,Bandra Bites,Desserts,1606,51,3.0,Credit Card,Mumbai - Bandra,Delivered
102393,2025-10-07,C2606,Powai Plates,South Indian,526,59,4.1,Wallet,Mumbai - Kurla,Cancelled
102394,2026-05-15,C4086,Malad Food Hub,Beverages,101,40,3.9,Debit Card,Mumbai - Powai,Delivered
102395,2025-12-20,C9750,Colaba Cafe,Desserts,1157,57,4.5,Debit Card,Mumbai - Chembur,Delayed
102396,2025-01-29,C4355,Dadar Darbar,Pizza,1569,78,2.9,Debit Card,Mumbai - Colaba,Delivered
102397,2025-08-27,C8112,Kurla Kitchen,North Indian,1436,67,4.5,Cash,Mumbai - Andheri,Delayed
102398,2025-12-18,C1234,Bandra Bites,South Indian,493,77,3.1,Credit Card,Mumbai - Borivali,Delivered
102399,2025-11-24,C2862,Mumbai Tadka,South Indian,633,67,2.8,Debit Card,Mumbai - Malad,Delivered
102400,2026-02-09,C6900,Vashi Veg Corner,Pizza,771,76,2.6,Credit Card,Mumbai - Vashi,Cancelled
102401,2025-11-14,C5565,Dadar Darbar,Beverages,799,72,3.6,Cash,Mumbai - Colaba,Delivered
102402,2025-01-10,C9545,Ghatkopar Grill,Beverages,1410,45,3.5,UPI,Mumbai - Ghatkopar,Cancelled
102403,2026-02-15,C7189,Malad Food Hub,Pizza,971,25,2.9,Wallet,Mumbai - Vashi,Cancelled
102404,2025-04-04,C6320,Kurla Kitchen,Desserts,1123,60,4.8,Debit Card,Mumbai - Kurla,Delayed
102405,2025-07-07,C9028,Colaba Cafe,Healthy Food,733,17,3.6,Cash,Mumbai - Dadar,Delivered
102406,2025-03-15,C9910,Thane Treats,Chinese,1606,50,3.4,Credit Card,Mumbai - Chembur,Cancelled
102407,2026-05-05,C7017,Bandra Bites,Chinese,1213,41,4.2,Credit Card,Mumbai - Dadar,Delivered
102408,2026-04-23,C7304,Kurla Kitchen,Biryani,1238,66,2.9,Credit Card,Mumbai - Bandra,Delayed
102409,2025-06-02,C2358,Mumbai Tadka,Beverages,1046,20,4.5,Debit Card,Mumbai - Borivali,Cancelled
102410,2025-09-12,C8323,Colaba Cafe,Biryani,1127,80,2.6,Debit Card,Mumbai - Powai,Delivered
102411,2025-04-21,C8168,Colaba Cafe,North Indian,1035,73,3.0,Debit Card,Mumbai - Ghatkopar,Delayed
102412,2026-05-26,C5835,Thane Treats,Desserts,1701,23,3.0,Cash,Mumbai - Malad,Delivered
102413,2026-04-18,C1118,Kurla Kitchen,North Indian,1010,18,4.2,UPI,Mumbai - Dadar,Delivered
102414,2025-06-07,C1290,Dadar Darbar,Pizza,483,27,4.6,Cash,Mumbai - Borivali,Delivered
102415,2026-04-20,C6096,Colaba Cafe,Burger,1074,16,3.2,Wallet,Mumbai - Mulund,Delivered
102416,2025-03-29,C7459,Mumbai Tadka,Pizza,1617,25,4.1,UPI,Mumbai - Borivali,Delayed
102417,2025-12-19,C1942,Malad Food Hub,Healthy Food,1109,31,4.1,Debit Card,Mumbai - Bandra,Delayed
102418,2025-10-03,C2672,Marine Drive Meals,Healthy Food,320,81,4.3,UPI,Mumbai - Borivali,Cancelled
102419,2025-02-28,C3360,Thane Treats,Burger,206,20,3.6,UPI,Mumbai - Malad,Delivered
102420,2025-08-13,C5497,Dadar Darbar,North Indian,585,23,4.7,Wallet,Mumbai - Dadar,Delayed
102421,2025-04-07,C7530,Mumbai Tadka,Biryani,1375,53,3.2,Wallet,Mumbai - Kurla,Delivered
102422,2025-02-21,C2035,Bandra Bites,Desserts,1528,77,3.8,Debit Card,Mumbai - Colaba,Cancelled
102423,2026-03-01,C8547,Thane Treats,Chinese,636,70,2.7,Wallet,Mumbai - Chembur,Delivered
102424,2026-02-18,C9392,Thane Treats,South Indian,486,44,3.5,Debit Card,Mumbai - Borivali,Delivered
102425,2026-06-12,C6601,Thane Treats,South Indian,1473,29,3.2,Debit Card,Mumbai - Kurla,Cancelled
102426,2026-05-08,C3944,Powai Plates,Biryani,570,33,4.7,Cash,Mumbai - Borivali,Delivered
102427,2026-05-14,C7289,Bandra Bites,Chinese,1660,18,3.8,Cash,Mumbai - Bandra,Cancelled
102428,2025-06-23,C7795,Bandra Bites,Beverages,160,47,4.6,Credit Card,Mumbai - Malad,Delivered
102429,2026-02-17,C4854,Colaba Cafe,Biryani,1319,41,2.9,Wallet,Mumbai - Malad,Delivered
102430,2025-11-04,C8003,Kurla Kitchen,Beverages,676,41,3.2,Credit Card,Mumbai - Borivali,Delivered
102431,2025-07-06,C2656,Andheri Kitchen,Desserts,133,66,3.8,UPI,Mumbai - Dadar,Delivered
102432,2026-02-20,C8793,Dadar Darbar,Healthy Food,681,28,3.8,UPI,Mumbai - Borivali,Delivered
102433,2025-07-31,C5836,Chembur Spice House,Desserts,1192,36,3.5,Debit Card,Mumbai - Powai,Delayed
102434,2025-12-20,C7490,Malad Food Hub,Beverages,1775,62,2.5,Credit Card,Mumbai - Dadar,Delivered
102435,2026-01-29,C2770,Colaba Cafe,Chinese,239,85,4.4,Cash,Mumbai - Kurla,Delivered
102436,2026-05-31,C9484,Chembur Spice House,Chinese,1317,60,3.9,Debit Card,Mumbai - Malad,Delivered
102437,2026-01-31,C1326,Colaba Cafe,South Indian,1379,62,5.0,Wallet,Mumbai - Borivali,Cancelled
102438,2025-06-22,C4076,Malad Food Hub,Biryani,629,42,2.9,Debit Card,Mumbai - Andheri,Delivered
102439,2025-09-11,C3127,Mumbai Tadka,Chinese,506,19,4.4,Wallet,Mumbai - Dadar,Delayed
102440,2025-08-01,C9655,Ghatkopar Grill,Pizza,204,79,2.9,Cash,Mumbai - Dadar,Delivered
102441,2025-02-18,C5385,Borivali Bistro,Healthy Food,1415,73,3.5,Debit Card,Mumbai - Colaba,Cancelled
102442,2025-07-04,C7681,Vashi Veg Corner,Burger,1670,75,3.7,Debit Card,Mumbai - Andheri,Cancelled
102443,2026-05-14,C2541,Kurla Kitchen,Biryani,1514,77,3.9,Wallet,Mumbai - Ghatkopar,Delayed
102444,2025-12-03,C5247,Kurla Kitchen,Biryani,597,71,2.7,Wallet,Mumbai - Malad,Delivered
102445,2026-02-14,C6708,Marine Drive Meals,Beverages,233,71,2.8,UPI,Mumbai - Malad,Delivered
102446,2026-04-05,C6008,Mumbai Tadka,Desserts,680,38,3.1,UPI,Mumbai - Bandra,Cancelled
102447,2026-05-02,C8264,Vashi Veg Corner,Pizza,262,33,5.0,UPI,Mumbai - Borivali,Delivered
102448,2025-05-08,C3318,Malad Food Hub,Pizza,1038,60,2.8,Cash,Mumbai - Powai,Delivered
102449,2025-02-17,C2539,Marine Drive Meals,South Indian,1470,53,4.3,Wallet,Mumbai - Borivali,Delivered
102450,2026-04-22,C5406,Vashi Veg Corner,Desserts,1086,50,3.4,Wallet,Mumbai - Borivali,Delivered
102451,2026-02-15,C2554,Kurla Kitchen,Pizza,446,74,4.5,Wallet,Mumbai - Andheri,Cancelled
102452,2026-06-14,C6520,Colaba Cafe,Burger,1572,59,4.7,Credit Card,Mumbai - Bandra,Delivered
102453,2025-05-12,C5639,Andheri Kitchen,Chinese,1540,32,3.5,Wallet,Mumbai - Borivali,Delivered
102454,2025-05-25,C7411,Vashi Veg Corner,Chinese,1684,27,4.5,UPI,Mumbai - Andheri,Delivered
102455,2026-01-15,C2222,Borivali Bistro,North Indian,1216,81,3.7,Wallet,Mumbai - Bandra,Delivered
102456,2025-02-17,C8788,Mumbai Tadka,North Indian,1030,56,3.8,UPI,Mumbai - Kurla,Delivered
102457,2026-06-13,C6291,Bandra Bites,Pizza,1107,39,4.9,Credit Card,Mumbai - Kurla,Delivered
102458,2026-04-09,C2631,Vashi Veg Corner,Burger,600,84,2.6,UPI,Mumbai - Ghatkopar,Delivered
102459,2025-07-11,C1381,Ghatkopar Grill,Pizza,219,48,4.8,Cash,Mumbai - Colaba,Cancelled
102460,2025-07-25,C4157,Powai Plates,Biryani,1674,68,3.1,Wallet,Mumbai - Thane,Delivered
102461,2026-01-11,C1969,Dadar Darbar,Desserts,1336,47,3.9,Cash,Mumbai - Malad,Delayed
102462,2026-01-15,C7285,Ghatkopar Grill,North Indian,168,66,3.7,Credit Card,Mumbai - Malad,Delivered
102463,2026-03-18,C6797,Dadar Darbar,Burger,1041,61,4.5,Debit Card,Mumbai - Bandra,Delivered
102464,2025-06-20,C9672,Borivali Bistro,North Indian,1166,85,4.9,UPI,Mumbai - Powai,Delivered
102465,2025-03-12,C7642,Kurla Kitchen,South Indian,598,67,3.8,Cash,Mumbai - Chembur,Cancelled
102466,2025-11-05,C5964,Chembur Spice House,Pizza,618,32,5.0,Credit Card,Mumbai - Ghatkopar,Cancelled
102467,2026-06-10,C5317,Kurla Kitchen,South Indian,111,81,4.8,Debit Card,Mumbai - Kurla,Delivered
102468,2025-10-08,C4843,Mumbai Tadka,South Indian,482,48,4.7,Credit Card,Mumbai - Powai,Cancelled
102469,2025-02-04,C5144,Malad Food Hub,Healthy Food,1748,55,3.1,Credit Card,Mumbai - Kurla,Delivered
102470,2026-03-31,C5557,Borivali Bistro,Desserts,130,41,4.8,Credit Card,Mumbai - Malad,Delayed
102471,2025-11-29,C2349,Colaba Cafe,Desserts,582,47,3.9,Cash,Mumbai - Thane,Delivered
102472,2025-05-24,C4491,Colaba Cafe,Healthy Food,1642,35,4.8,Credit Card,Mumbai - Mulund,Delayed
102473,2026-02-13,C4562,Marine Drive Meals,Desserts,1279,82,4.1,UPI,Mumbai - Vashi,Delivered
102474,2025-08-27,C3007,Kurla Kitchen,Chinese,616,77,4.2,Cash,Mumbai - Andheri,Delivered
102475,2025-07-19,C6556,Colaba Cafe,Biryani,1472,74,2.8,UPI,Mumbai - Ghatkopar,Cancelled
102476,2025-04-16,C8396,Dadar Darbar,North Indian,371,83,3.6,Debit Card,Mumbai - Bandra,Delivered
102477,2026-06-25,C8069,Mumbai Tadka,South Indian,361,73,4.6,Wallet,Mumbai - Powai,Delivered
102478,2026-01-21,C5571,Thane Treats,Healthy Food,1091,80,3.7,Debit Card,Mumbai - Mulund,Delivered
102479,2026-06-09,C1600,Andheri Kitchen,Burger,165,69,3.3,Credit Card,Mumbai - Ghatkopar,Delivered
102480,2025-01-15,C9596,Borivali Bistro,Pizza,1462,84,2.6,Wallet,Mumbai - Thane,Delivered
102481,2025-11-06,C2471,Ghatkopar Grill,Healthy Food,1786,26,3.4,Wallet,Mumbai - Chembur,Delivered
102482,2025-04-30,C2760,Dadar Darbar,South Indian,978,44,5.0,Cash,Mumbai - Thane,Delayed
102483,2026-02-28,C6207,Andheri Kitchen,North Indian,1179,42,3.0,Debit Card,Mumbai - Thane,Cancelled
102484,2025-10-23,C4762,Vashi Veg Corner,Chinese,270,28,3.1,Debit Card,Mumbai - Borivali,Delivered
102485,2025-02-25,C5144,Thane Treats,Desserts,658,68,2.9,Wallet,Mumbai - Powai,Delivered
102486,2026-03-17,C2472,Dadar Darbar,Beverages,1439,63,3.2,Credit Card,Mumbai - Bandra,Delivered
102487,2025-04-20,C5538,Dadar Darbar,Healthy Food,1186,71,3.4,Credit Card,Mumbai - Kurla,Cancelled
102488,2025-01-08,C3513,Malad Food Hub,North Indian,535,51,3.3,Cash,Mumbai - Dadar,Delivered
102489,2025-02-27,C3037,Mumbai Tadka,Pizza,863,59,4.1,Cash,Mumbai - Vashi,Delivered
102490,2025-03-25,C5054,Malad Food Hub,Chinese,1139,46,4.7,UPI,Mumbai - Chembur,Delivered
102491,2026-05-24,C3005,Dadar Darbar,Burger,1445,48,4.4,Cash,Mumbai - Malad,Delivered
102492,2025-10-24,C6217,Borivali Bistro,Chinese,1296,54,4.7,Cash,Mumbai - Dadar,Delivered
102493,2025-10-10,C2439,Mumbai Tadka,Biryani,917,85,2.8,Credit Card,Mumbai - Borivali,Delivered
102494,2026-01-10,C9274,Kurla Kitchen,North Indian,1436,75,4.8,Cash,Mumbai - Bandra,Delivered
102495,2025-08-24,C1755,Vashi Veg Corner,Chinese,747,71,4.9,Cash,Mumbai - Ghatkopar,Delivered
102496,2025-05-16,C3566,Marine Drive Meals,Pizza,986,15,4.4,Credit Card,Mumbai - Borivali,Delivered
102497,2025-12-07,C7494,Marine Drive Meals,Burger,1291,53,4.3,UPI,Mumbai - Bandra,Delivered
102498,2025-01-13,C5782,Marine Drive Meals,Chinese,1156,21,3.3,Credit Card,Mumbai - Borivali,Cancelled
102499,2025-01-12,C1228,Borivali Bistro,Biryani,1236,35,2.8,Debit Card,Mumbai - Ghatkopar,Delayed
102500,2025-10-17,C4823,Andheri Kitchen,Desserts,576,55,4.5,Credit Card,Mumbai - Andheri,Delivered
102501,2025-03-10,C8374,Ghatkopar Grill,Burger,1343,65,4.2,Cash,Mumbai - Borivali,Cancelled
102502,2025-05-28,C2867,Chembur Spice House,South Indian,256,23,4.6,Credit Card,Mumbai - Andheri,Delayed
102503,2025-11-11,C6167,Andheri Kitchen,Desserts,737,68,4.4,Cash,Mumbai - Kurla,Delayed
102504,2026-03-23,C7909,Mumbai Tadka,Healthy Food,333,33,3.7,Credit Card,Mumbai - Mulund,Delivered
102505,2025-06-14,C3611,Borivali Bistro,Pizza,1083,55,3.9,Credit Card,Mumbai - Borivali,Cancelled
102506,2026-03-02,C1352,Chembur Spice House,Pizza,1353,20,4.6,Debit Card,Mumbai - Andheri,Delivered
102507,2026-05-13,C9927,Vashi Veg Corner,Desserts,764,60,2.6,UPI,Mumbai - Bandra,Delayed
102508,2026-06-14,C5828,Vashi Veg Corner,Healthy Food,511,60,4.6,Credit Card,Mumbai - Borivali,Delayed
102509,2026-01-28,C2764,Andheri Kitchen,Burger,379,84,2.5,UPI,Mumbai - Borivali,Delivered
102510,2025-10-25,C4197,Bandra Bites,Pizza,854,56,4.5,Cash,Mumbai - Borivali,Cancelled
102511,2026-03-22,C3267,Colaba Cafe,Desserts,658,83,4.0,Debit Card,Mumbai - Vashi,Delivered
102512,2025-06-25,C6866,Ghatkopar Grill,Beverages,1652,22,3.1,Credit Card,Mumbai - Chembur,Delivered
102513,2025-08-26,C1941,Bandra Bites,Healthy Food,1333,22,3.9,UPI,Mumbai - Dadar,Delivered
102514,2026-02-18,C2921,Vashi Veg Corner,Desserts,1771,67,3.9,Credit Card,Mumbai - Borivali,Delivered
102515,2026-03-26,C7258,Bandra Bites,North Indian,1782,47,2.8,Credit Card,Mumbai - Vashi,Delayed
102516,2025-05-23,C9525,Vashi Veg Corner,Biryani,1202,75,3.3,Cash,Mumbai - Chembur,Cancelled
102517,2025-07-08,C1639,Ghatkopar Grill,Burger,400,64,3.3,Wallet,Mumbai - Ghatkopar,Delivered
102518,2025-12-29,C9238,Andheri Kitchen,Burger,276,15,3.0,Debit Card,Mumbai - Kurla,Cancelled
102519,2026-04-15,C4743,Chembur Spice House,Desserts,701,45,4.9,UPI,Mumbai - Chembur,Delivered
102520,2025-07-20,C9426,Powai Plates,Pizza,637,18,4.7,Cash,Mumbai - Andheri,Delayed
102521,2026-05-13,C7528,Powai Plates,Chinese,1412,29,4.5,Debit Card,Mumbai - Powai,Delayed
102522,2025-06-11,C8662,Colaba Cafe,Beverages,1317,83,3.5,Debit Card,Mumbai - Powai,Delivered
102523,2026-01-31,C9331,Kurla Kitchen,Biryani,1661,63,4.7,Debit Card,Mumbai - Mulund,Delayed
102524,2026-01-14,C2394,Borivali Bistro,Chinese,936,26,3.3,Wallet,Mumbai - Vashi,Delayed
102525,2025-01-25,C5957,Mumbai Tadka,Chinese,1763,81,3.1,UPI,Mumbai - Bandra,Delivered
102526,2026-04-30,C3507,Malad Food Hub,Desserts,538,60,2.6,Wallet,Mumbai - Malad,Delivered
102527,2025-07-31,C4517,Vashi Veg Corner,Burger,1035,45,4.9,Wallet,Mumbai - Andheri,Cancelled
102528,2026-02-24,C3533,Malad Food Hub,Healthy Food,696,26,3.3,Debit Card,Mumbai - Colaba,Delivered
102529,2025-07-04,C7112,Powai Plates,Pizza,493,49,3.2,UPI,Mumbai - Colaba,Delivered
102530,2025-03-30,C5190,Mumbai Tadka,Healthy Food,909,59,4.0,Wallet,Mumbai - Mulund,Delivered
102531,2025-09-18,C1967,Bandra Bites,North Indian,693,17,3.5,Debit Card,Mumbai - Chembur,Delayed
102532,2025-12-06,C9025,Borivali Bistro,North Indian,735,82,2.9,UPI,Mumbai - Powai,Delivered
102533,2026-04-16,C8727,Marine Drive Meals,Beverages,654,20,2.8,UPI,Mumbai - Borivali,Delayed
102534,2025-04-07,C7586,Marine Drive Meals,North Indian,699,54,3.1,Debit Card,Mumbai - Colaba,Cancelled
102535,2026-05-11,C9304,Mumbai Tadka,South Indian,1400,64,3.8,UPI,Mumbai - Kurla,Delivered
102536,2026-04-17,C2980,Borivali Bistro,Pizza,1266,22,2.5,Cash,Mumbai - Powai,Cancelled
102537,2026-01-05,C8056,Bandra Bites,North Indian,1436,22,4.0,Wallet,Mumbai - Bandra,Delivered
102538,2025-04-24,C8811,Borivali Bistro,North Indian,714,54,2.8,Credit Card,Mumbai - Malad,Cancelled
102539,2025-03-27,C5018,Thane Treats,Pizza,1197,63,2.5,Cash,Mumbai - Vashi,Delivered
102540,2025-04-01,C4217,Dadar Darbar,Chinese,716,84,3.7,UPI,Mumbai - Borivali,Cancelled
102541,2026-03-03,C9445,Colaba Cafe,Chinese,534,26,2.8,Credit Card,Mumbai - Dadar,Delivered
102542,2025-10-27,C3596,Mumbai Tadka,Chinese,1793,81,4.6,UPI,Mumbai - Ghatkopar,Delivered
102543,2026-06-07,C8274,Vashi Veg Corner,Pizza,555,81,2.8,Wallet,Mumbai - Ghatkopar,Delivered
102544,2025-09-14,C5366,Borivali Bistro,Desserts,1274,25,2.8,UPI,Mumbai - Thane,Delayed
102545,2025-11-22,C2454,Colaba Cafe,Chinese,1353,40,3.0,Cash,Mumbai - Chembur,Cancelled
102546,2025-07-31,C6919,Bandra Bites,Beverages,363,35,4.5,Wallet,Mumbai - Chembur,Cancelled
102547,2026-05-12,C4620,Marine Drive Meals,Beverages,325,27,3.0,Cash,Mumbai - Thane,Delayed
102548,2025-11-01,C2096,Thane Treats,Beverages,1048,28,2.8,Debit Card,Mumbai - Borivali,Cancelled
